booking_id,hotel_id,hotel_name,country,city,customer_id,customer_name,customer_email,channel,room_type,meal_plan,booking_date,checkin_date,checkout_date,nights,adults,children,revenue,status,is_cancelled
B100125,9,Mediterraneum Cadaques Art,Spain,Cadaques,10949,Pablo Romero,pablo.romero10949@example.com,Corporate,Superior,Half Board,22/08/2025,05/09/2025,09/09/2025,4,2,1,1284.81,Confirmed,False
B100126,19,Mediterraneum Valencia Ciutat,Spain,Valencia,12783,Eleni Papadopoulos,,Booking,Family,Breakfast,2023-12-26,06/01/2024,2024-01-08,2,3,0,351.75,Confirmed,False
B100127,40,Mediterraneum Atenas Acropolis,Greece,Atenas,16521,Antonio Martinez,antonio.martinez16521@example.com,direct,Family,Breakfast,17/06/2023,2023-08-12,2023-08-19,7,2,0,3192.05,Confirmed,False
B100128,7,Mediterraneum Nerja Cliffs,Spain,Nerja,10259,Sofia Martinez,sofia.martinez10259@example.com,Booking,Standard,Breakfast,25/10/2025,01/11/2025,2025-11-03,2,2,1,217.31,Confirmed,False
B100129,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,17133,  Andreas Dimitriou ,andreas.dimitriou17133@example.com,Expedia,Suite,Breakfast,20/10/2023,07/11/2023,10-11-23,3,2,2,673.25,Confirmed,False
B100130,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,15245,Carlos Ferrari,carlos.ferrari15245@example.com,Booking,Suite,Breakfast,2024-11-25,7-12-24,2024-12-09,2,3,0,367.96,Confirmed,False
B100131,40,Mediterraneum Atenas Acropolis,Greece,Atenas,19402,Laura Nikolaou,laura.nikolaou19402@example.com,Booking,Standard,All Inclusive,22-1-24,25/01/2024,29/01/2024,4,2,0,737.8,Confirmed,False
B100132,22,Mediterraneum San Sebastian,Spain,San Sebastian,22439,Francesco Rossi,francesco.rossi22439@example.com,Booking,STANDARD,Room Only,25/02/2025,2025-04-15,2025-04-16,1,2,0,119.67,Confirmed,False
B100133,32,Mediterraneum Venezia Grand,Italy,Venezia,17216,Nikos Ferrari,nikos.ferrari17216@example.com,Agency,Standard,Half Board,13/03/2024,2024-04-14,2024-04-17,3,2,0,608.19,Confirmed,False
B100134,21,Mediterraneum Bilbao Ria,Spain,Bilbao,10885,Antonio Ferrari,antonio.ferrari10885@example.com,Booking,Standard,Breakfast,2023-09-07,2023-09-30,2023-10-03,3,2,0,409.44,Confirmed,False
B100135,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,19644,Ana Martinez,ana.martinez19644@example.com,booking.com,Family,All Inclusive,2024-10-11,2024-10-15,2024-10-19,4,3,0,1253.63,Cancelled,True
B100136,6,Mediterraneum Malaga Port,Spain,Malaga,20019,Isabella Rossi,isabella.rossi20019@example.com,booking.com,Suite,Room Only,26/05/2024,2024-07-05,12/07/2024,7,2,1,2773.45,Confirmed,False
B100137,29,Mediterraneum Cagliari Bay,Italy,Cagliari,14715,Francesco Garcia,francesco.garcia14715@example.com,booking.com,Family,Breakfast,2023-06-15,15/07/2023,2023-07-22,7,2,0,3699.84,NoShow,False
B100138,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,14491,  Eleni Romero ,eleni.romero14491@example.com,Expedia,Standard,Breakfast,08/09/2025,25/09/2025,30/09/2025,5,3,0,814.78,Cancelled,True
B100139,40,Mediterraneum Atenas Acropolis,Greece,Atenas,13528,Francesco Nikolaou,francesco.nikolaou13528@example.com,Booking,Standard,Breakfast,10-3-24,23-3-24,2024-03-27,4,2,1,499.67,Confirmed,False
B100140,22,Mediterraneum San Sebastian,Spain,San Sebastian,15075,Francesco Rossi,francesco.rossi15075@example.com,corporate,Standard,Breakfast,2023-08-09,03/09/2023,07/09/2023,4,2,1,626.29,Confirmed,False
B100141,23,Mediterraneum Positano Cliff,Italy,Positano,12832,Marco Romero,marco.romero12832@example.com,booking.com,Suite,Half Board,2023-09-02,12-9-23,2023-09-16,4,3,2,2165.12,Confirmed,False
B100142,25,Mediterraneum Ravello View,Italy,Ravello,13176,Antonio Bianchi,antonio.bianchi13176@example.com,Direct,STANDARD,Breakfast,2023-09-12,21/09/2023,26-9-23,5,2,0,1182.98,Confirmed,False
B100143,15,Mediterraneum Madrid Centro,Spain,Madrid,13990,Jose Rossi,jose.rossi13990@example.com,direct,Family,Breakfast,2024-10-20,08/11/2024,10/11/2024,2,2,1,349.06,Cancelled,True
B100144,26,Mediterraneum Taormina,Italy,Taormina,11484,Pablo Bianchi,pablo.bianchi11484@example.com,Corporate,Suite,Half Board,2024-10-22,09/12/2024,2024-12-11,2,2,0,702.45,Confirmed,False
B100145,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,11924,Pablo Lopez,pablo.lopez11924@example.com,expedia,Standard,All Inclusive,2024-09-15,16-10-24,2024-10-20,4,2,1,805.88,Confirmed,False
B100146,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,14342,Eleni Lopez,eleni.lopez14342@example.com,booking.com,Superior,Breakfast,2023-05-02,08/05/2023,2023-05-10,2,3,2,421.91,Confirmed,False
B100147,32,Mediterraneum Venezia Grand,Italy,Venezia,12827,Marco Rossi,marco.rossi12827@example.com,expedia,Family,All Inclusive,2025-04-03,2025-05-07,11/05/2025,1,2,1,1663.21,Confirmed,False
B100148,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,13530,Pablo Lopez,pablo.lopez13530@example.com,Agency,Standard,All Inclusive,2024-03-02,26/03/2024,28/03/2024,2,4,0,340.45,Confirmed,False
B100149,10,Mediterraneum Tossa,Spain,Tossa de Mar,22443,Dimitris Ferrari,dimitris.ferrari22443@example.com,Expedia,Superior,Breakfast,24/08/2025,2025-09-12,15-9-25,3,1,0,654.97,Cancelled,True
B100150,1,Mediterraneum Palma Bay,Spain,Palma,21985,Marco Russo,marco.russo21985@example.com,Booking,Suite,Half Board,2025-09-04,19/09/2025,24/09/2025,5,4,0,2065.92,Confirmed,False
B100151,5,Mediterraneum Marbella Grand,Spain,Marbella,10407,Maria Nikolaou,maria.nikolaou10407@example.com,BOOKING,superior,Breakfast,26/02/2024,05/03/2024,08/03/2024,3,2,0,436.19,Confirmed,False
B100152,10,Mediterraneum Tossa,Spain,Tossa de Mar,11997,Jose Papadopoulos,jose.papadopoulos11997@example.com,direct,Family,All Inclusive,2025-04-19,2025-04-22,25-4-25,4,4,0,881.8,Confirmed,False
B100153,10,Mediterraneum Tossa,Spain,Tossa de Mar,11069,Andreas Bianchi,,direct,Suite,Breakfast,2024-01-29,2024-06-15,17/06/2024,2,3,1,739.45,Confirmed,False
B100154,16,Mediterraneum Madrid Salamanca,Spain,Madrid,20336,Nikos Romero,nikos.romero20336@example.com,Booking,Standard,Half Board,06/01/2025,2025-01-21,2025-01-23,2,2,0,294.32,Confirmed,False
B100155,32,Mediterraneum Venezia Grand,Italy,Venezia,22846,Nikos Bianchi,nikos.bianchi22846@example.com,Booking,Standard,Half Board,29/10/2024,12/11/2024,2024-11-15,3,4,0,433.44,Confirmed,False
B100156,32,Mediterraneum Venezia Grand,Italy,Venezia,16527,Jose Romero,jose.romero16527@example.com,direct,Superior,Half Board,05/10/2024,11-4-25,2025-04-14,3,3,0,678.92,Confirmed,False
B100157,9,Mediterraneum Cadaques Art,Spain,Cadaques,16614,Antonio Martinez,antonio.martinez16614@example.com,agency,Superior,Half Board,2023-12-08,10/10/2024,12/10/2024,2,2,0,460.54,Confirmed,False
B100158,23,Mediterraneum Positano Cliff,Italy,Positano,17696,Sofia Dimitriou,sofia.dimitriou17696@example.com,Direct,Stndard,Breakfast,30/06/2024,2024-07-08,2024-07-15,7,4,0,2429.7,Confirmed,False
B100159,27,Mediterraneum Palermo Centro,Italy,Palermo,13253,Paula Papadopoulos,paula.papadopoulos13253@example.com,Booking,Suite,Half Board,16/03/2024,2024-03-21,22/03/2024,1,1,0,305.47,Confirmed,False
B100160,15,Mediterraneum Madrid Centro,Spain,Madrid,15399,Paula Russo,paula.russo15399@example.com,Booking,Suite,Breakfast,2024-10-09,14-11-24,2024-11-17,3,4,0,669.17,Confirmed,False
B100161,33,Mediterraneum Firenze Arno,Italy,Firenze,14303,Nikos Papadopoulos,nikos.papadopoulos14303@example.com,booking.com,FAMILY,All Inclusive,20-1-25,2025-02-13,15/02/2025,2,2,1,409.4,Confirmed,False
B100162,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,19553,Luca Garcia,luca.garcia19553@example.com,Booking,FAMILY,All Inclusive,2024-06-30,11/07/2024,2024-07-18,17,4,1,3944.19,Confirmed,False
B100163,19,Mediterraneum Valencia Ciutat,Spain,Valencia,17582,Jose Papadopoulos,jose.papadopoulos17582@example.com,expedia,Standard,Breakfast,30/06/2023,2023-07-29,2023-08-05,17,2,0,1326.45,Confirmed,False
B100164,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,22077,Maria Garcia,maria.garcia22077@example.com,Booking,Standard,Half Board,2025-02-24,2025-03-04,5-3-25,1,2,0,132.13,Confirmed,False
B100165,32,Mediterraneum Venezia Grand,Italy,Venezia,12330,Nikos Bianchi,nikos.bianchi12330@example.com,Booking,Standard,Half Board,17/04/2023,2023-04-23,25/04/2023,2,4,0,3802.2000000000003,Confirmed,False
B100166,19,Mediterraneum Valencia Ciutat,Spain,Valencia,21106,Marco Sanchez,marco.sanchez21106@example.com,expedia,Superior,All Inclusive,2023-06-05,28/07/2023,2023-08-04,7,2,0,3172.66,Confirmed,False
B100167,7,Mediterraneum Nerja Cliffs,Spain,Nerja,15283,Isabella Martinez,isabella.martinez15283@example.com,Booking,Superior,Half Board,2023-04-19,2023-05-05,2023-05-06,1,3,1,216.22,Cancelled,True
B100168,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,19128,Antonio Bianchi,antonio.bianchi19128@example.com,Booking,STANDARD,Breakfast,15/09/2024,18/09/2024,2024-09-20,2,2,1,367.78,Confirmed,False
B100169,31,Mediterraneum Roma Veneto,Italy,Roma,23874,Jose Dimitriou,jose.dimitriou23874@example.com,Agency,Family,All Inclusive,10/11/2023,18/11/2023,2023-11-19,1,4,0,292.15,Confirmed,False
B100170,21,Mediterraneum Bilbao Ria,Spain,Bilbao,18171,Nikos Romero,nikos.romero18171@example.com,direct,superior,Room Only,27/09/2024,11/10/2024,2024-10-14,3,3,1,572.28,Confirmed,False
B100171,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,20996,Laura Nikolaou,laura.nikolaou20996@example.com,DIRECT,STANDARD,All Inclusive,15-5-23,07/07/2023,2023-07-12,5,3,0,1705.29,Confirmed,False
B100172,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,14651,Jose Ferrari,jose.ferrari14651@example.com,Booking,Superior,All Inclusive,2023-09-07,18-9-23,25-9-23,8,2,0,1836.58,Confirmed,False
B100173,10,Mediterraneum Tossa,Spain,Tossa de Mar,21306,Elena Nikolaou,elena.nikolaou21306@example.com,agency,Superior,,19/02/2025,2025-03-21,23-3-25,2,2,2,310.93,Cancelled,True
B100174,35,Mediterraneum Santorini Caldera,Greece,Santorini,14032,Giulia Martinez,giulia.martinez14032@example.com,Expedia,Standard,Breakfast,2024-05-20,08/06/2024,2024-06-11,3,2,0,647.49,Confirmed,False
B100175,5,Mediterraneum Marbella Grand,Spain,Marbella,19215,Dimitris Bianchi,dimitris.bianchi19215@example.com,Direct,Standard,Breakfast,09/12/2024,2024-12-16,2024-12-19,3,2,0,293.82,Confirmed,False
B100176,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,13706,Lucia Nikolaou,lucia.nikolaou13706@example.com,Booking,Standard,Room Only,2024-09-05,2024-09-23,27/09/2024,4,3,2,641.35,Confirmed,False
B100177,40,Mediterraneum Atenas Acropolis,Greece,Atenas,21813,Laura Garcia,laura.garcia21813@example.com,corporate,Standard,Breakfast,2025-03-06,28/03/2025,2025-04-01,4,2,0,399.08,Confirmed,False
B100178,9,Mediterraneum Cadaques Art,Spain,Cadaques,21831,Luca Garcia,luca.garcia21831@example.com,booking.com,Family,Breakfast,12/04/2024,22/06/2024,2024-06-25,3,2,0,1001.01,Confirmed,False
B100179,3,Mediterraneum Menorca Cove,Spain,Mahon,16354,Isabella Ferrari,isabella.ferrari16354@example.com,corporate,Standard,Breakfast,20/07/2024,26/08/2024,02/09/2024,7,4,0,1726.66,Confirmed,False
B100180,7,Mediterraneum Nerja Cliffs,Spain,Nerja,15590,Giulia Bianchi,giulia.bianchi15590@example.com,Booking,Standard,Breakfast,2024-07-02,19/09/2024,2024-09-22,3,2,1,574.35,Confirmed,False
B100181,15,Mediterraneum Madrid Centro,Spain,Madrid,15232,Ana Martinez,ana.martinez15232@example.com,Booking,Suite,Breakfast,19/02/2024,2024-07-05,2024-07-12,7,2,2,3099.83,Cancelled,True
B100182,8,Mediterraneum Roses Bay,Spain,Roses,17329,Nikos Bianchi,nikos.bianchi17329@example.com,direct,Suite,All Inclusive,2023-05-09,25/03/2024,28/03/2024,3,2,1,722.02,Confirmed,False
B100183,21,Mediterraneum Bilbao Ria,Spain,Bilbao,17787,Nikos Lopez,nikos.lopez17787@example.com,booking.com,Standard,All Inclusive,2023-04-26,2023-05-14,2023-05-15,1,2,0,157.92,Confirmed,False
B100184,35,Mediterraneum Santorini Caldera,Greece,Santorini,14372,Lucia Dimitriou,lucia.dimitriou14372@example.com,Booking,Standard,Breakfast,2023-02-03,2023-02-17,18/02/2023,1,2,0,125.57,Confirmed,False
B100185,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,23927,Francesco Russo,francesco.russo23927@example.com,Booking,Suite,Half Board,2023-12-30,2024-01-21,23-1-24,2,3,2,607.33,Confirmed,False
B100186,19,Mediterraneum Valencia Ciutat,Spain,Valencia,22042,Pablo Bianchi,pablo.bianchi22042@example.com,corporate,Suite,Room Only,2023-11-15,26/11/2023,27/11/2023,1,3,0,200.05,Confirmed,False
B100187,3,Mediterraneum Menorca Cove,Spain,Mahon,11468,Isabella Nikolaou,isabella.nikolaou11468@example.com,Direct,Standard,Breakfast,2023-12-26,24-1-24,26/01/2024,2,2,0,211.58,Confirmed,False
B100188,32,Mediterraneum Venezia Grand,Italy,Venezia,17249,  Dimitris Romero ,dimitris.romero17249@example.com,Booking,Standard,Breakfast,16-3-24,25-4-24,2024-04-27,2,2,0,328.0,Confirmed,False
B100189,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,24546,Laura Romero,laura.romero24546@example.com,agency,Standard,Breakfast,23/11/2024,10-12-24,14/12/2024,4,2,1,621.59,Confirmed,False
B100190,25,Mediterraneum Ravello View,Italy,Ravello,15685,Carlos Ferrari,carlos.ferrari15685@example.com,Direct,Superior,Half Board,2023-04-30,2023-06-03,8-6-23,5,1,0,1618.57,Confirmed,False
B100191,14,Mediterraneum Fuerteventura,Spain,Corralejo,23420,Lucia Romero,lucia.romero23420@example.com,booking.com,Superior,Breakfast,2023-09-28,2023-11-09,2023-11-11,2,2,0,326.03,Confirmed,False
B100192,25,Mediterraneum Ravello View,Italy,Ravello,22884,Giulia Martinez,giulia.martinez22884@example.com,Corporate,Standard,Breakfast,2023-04-01,2024-02-03,2024-02-07,4,2,0,461.16,Confirmed,False
B100193,16,Mediterraneum Madrid Salamanca,Spain,Madrid,11007,Isabella Lopez,isabella.lopez11007@example.com,Booking,Superior,Room Only,25/09/2024,06/11/2024,09/11/2024,3,4,1,378.79,Cancelled,True
B100194,33,Mediterraneum Firenze Arno,Italy,Firenze,14946,Elena Papadopoulos,elena.papadopoulos14946@example.com,Direct,Standard,Breakfast,2024-01-16,2024-02-25,2024-02-27,2,2,0,264.16,Confirmed,False
B100195,9,Mediterraneum Cadaques Art,Spain,Cadaques,18008,  Paula Sanchez ,paula.sanchez18008@example.com,booking.com,Family,Breakfast,2024-12-17,06/01/2025,08/01/2025,2,4,1,360.63,Confirmed,False
B100196,38,Mediterraneum Creta Chania,Greece,Chania,23898,Pablo Martinez,pablo.martinez23898@example.com,booking.com,Standard,Half Board,17/10/2025,3-1-26,04/01/2026,1,2,1,115.04,Confirmed,False
B100197,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,22636,Francesco Sanchez,francesco.sanchez22636@example.com,booking.com,Standard,All Inclusive,02/09/2024,2024-09-11,13/09/2024,2,2,0,393.55,Confirmed,False
B100198,25,Mediterraneum Ravello View,Italy,Ravello,19097,Giulia Sanchez,giulia.sanchez19097@example.com,Agency,Standard,Breakfast,31/07/2023,09/08/2023,19/08/2023,10,4,1,2523.26,Confirmed,False
B100199,14,Mediterraneum Fuerteventura,Spain,Corralejo,20927,Lucia Bianchi,lucia.bianchi20927@example.com,expedia,Family,Half Board,2023-03-17,2023-03-29,30/03/2023,1,2,0,211.32,Confirmed,False
B100200,10,Mediterraneum Tossa,Spain,Tossa de Mar,11517,Lucia Russo,lucia.russo11517@example.com,corporate,Standard,Breakfast,2024-03-21,25/05/2024,29/05/2024,4,2,0,591.15,Cancelled,True
B100201,19,Mediterraneum Valencia Ciutat,Spain,Valencia,23788,Andreas Martinez,andreas.martinez23788@example.com,Booking,Standard,Breakfast,2024-09-28,02/11/2024,2024-11-03,1,4,0,128.77,Confirmed,False
B100202,4,Mediterraneum Formentera,Spain,Formentera,14872,Laura Sanchez,laura.sanchez14872@example.com,direct,Standard,Half Board,2024-08-23,2024-09-16,2024-09-21,5,4,0,1066.28,Cancelled,True
B100203,21,Mediterraneum Bilbao Ria,Spain,Bilbao,20918,Francesco Papadopoulos,francesco.papadopoulos20918@example.com,Direct,Suite,Half Board,18-6-24,2024-07-04,11-7-24,7,1,0,3503.61,Confirmed,False
B100204,22,Mediterraneum San Sebastian,Spain,San Sebastian,11473,Isabella Rossi,isabella.rossi11473@example.com,booking.com,Stndard,All Inclusive,20-7-24,2024-08-23,2-9-24,10,2,1,2955.84,Confirmed,False
B100205,26,Mediterraneum Taormina,Italy,Taormina,20278,Maria Rossi,maria.rossi20278@example.com,Booking,Superior,Breakfast,2025-08-07,2025-08-25,01/09/2025,7,2,0,2931.52,Confirmed,False
B100206,31,Mediterraneum Roma Veneto,Italy,Roma,12659,Paula Lopez,paula.lopez12659@example.com,Expedia,Suite,Breakfast,2025-06-20,2025-09-20,2025-09-22,2,2,0,928.59,Confirmed,False
B100207,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,21221,Luca Rossi,luca.rossi21221@example.com,expedia,Standard,Room Only,13-12-23,2024-02-03,2024-02-06,3,2,2,264.29,NoShow,False
B100208,23,Mediterraneum Positano Cliff,Italy,Positano,18012,Antonio Bianchi,antonio.bianchi18012@example.com,expedia,Family,Half Board,28-7-24,10/09/2024,15/09/2024,5,2,0,2018.54,Confirmed,False
B100209,7,Mediterraneum Nerja Cliffs,Spain,Nerja,24618,  Jose Papadopoulos ,jose.papadopoulos24618@example.com,booking.com,Standard,Breakfast,2025-07-28,2025-08-14,2025-08-21,7,2,0,1770.08,Cancelled,True
B100210,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,23188,Ana Martinez,ana.martinez23188@example.com,expedia,Standard,Half Board,2025-03-02,2025-06-12,2025-06-19,7,2,1,1293.09,Confirmed,False
B100211,22,Mediterraneum San Sebastian,Spain,San Sebastian,20459,Nikos Martinez,nikos.martinez20459@example.com,Expedia,Standard,Half Board,2025-08-11,2025-08-25,2025-09-01,7,4,0,1407.03,Confirmed,False
B100212,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,24200,Luca Garcia,luca.garcia24200@example.com,booking.com,Superior,Half Board,2024-08-14,2024-08-30,06/09/2024,7,3,1,2164.1,Confirmed,False
B100213,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,11517,  Elena Dimitriou ,elena.dimitriou11517@example.com,Corporate,Superior,Room Only,2025-03-15,2025-04-15,2025-04-17,2,2,0,370.51,Confirmed,False
B100214,16,Mediterraneum Madrid Salamanca,Spain,Madrid,12409,Elena Romero,elena.romero12409@example.com,Corporate,superior,Breakfast,2024-09-03,2024-09-16,2024-09-20,4,2,0,944.91,NoShow,False
B100215,9,Mediterraneum Cadaques Art,Spain,Cadaques,17577,Laura Garcia,laura.garcia17577@example.com,Booking,Suite,Breakfast,2024-01-30,4-6-24,2024-06-06,2,3,1,659.4,Confirmed,False
B100216,12,Mediterraneum Gran Canaria,Spain,Maspalomas,17460,Dimitris Sanchez,dimitris.sanchez17460@example.com,booking.com,Standard,Half Board,2025-08-12,2025-09-07,2025-09-11,4,2,0,722.0,Confirmed,False
B100217,3,Mediterraneum Menorca Cove,Spain,Mahon,10799,Nikos Nikolaou,nikos.nikolaou10799@example.com,booking.com,Superior,Breakfast,2025-05-23,01/07/2025,15/07/2025,14,2,0,3421.61,Confirmed,False
B100218,6,Mediterraneum Malaga Port,Spain,Malaga,24440,Antonio Garcia,antonio.garcia24440@example.com,DIRECT,Standard,Breakfast,2023-05-31,08/06/2023,2023-06-12,4,2,1,646.16,Cancelled,True
B100219,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,22436,Nikos Garcia,nikos.garcia22436@example.com,BOOKING,Superior,Room Only,06/09/2025,2025-10-01,2025-10-04,3,4,0,689.53,Confirmed,False
B100220,13,Mediterraneum Lanzarote,Spain,Playa Blanca,24066,Giulia Bianchi,giulia.bianchi24066@example.com,Booking,Standard,Breakfast,11-6-24,2024-07-08,15/07/2024,7,2,2,1480.83,Confirmed,False
B100221,5,Mediterraneum Marbella Grand,Spain,Marbella,17489,Pablo Sanchez,pablo.sanchez17489@example.com,Booking,Superior,Room Only,08/09/2023,29/09/2023,06/10/2023,7,2,0,1617.68,Confirmed,False
B100222,35,Mediterraneum Santorini Caldera,Greece,Santorini,19604,Lucia Martinez,lucia.martinez19604@example.com,Booking,Standard,Room Only,11-2-25,2025-03-16,19/03/2025,3,3,2,319.68,Confirmed,False
B100223,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,18178,  Elena Garcia ,elena.garcia18178@example.com,agency,Standard,All Inclusive,18-1-24,2024-01-23,26-1-24,3,1,1,589.04,NoShow,False
B100224,31,Mediterraneum Roma Veneto,Italy,Roma,17440,Jose Ferrari,jose.ferrari17440@example.com,Booking,Standard,Half Board,2024-04-05,2024-06-08,2024-06-11,3,4,1,820.47,Confirmed,False
B100225,3,Mediterraneum Menorca Cove,Spain,Mahon,24137,Lucia Dimitriou,lucia.dimitriou24137@example.com,Expedia,STANDARD,Half Board,2025-08-26,2025-10-02,2025-10-04,2,1,0,385.17,Confirmed,False
B100226,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,23708,Antonio Ferrari,antonio.ferrari23708@example.com,booking.com,Suite,Breakfast,30/12/2023,2024-01-21,2024-01-24,3,2,0,780.69,Confirmed,False
B100227,6,Mediterraneum Malaga Port,Spain,Malaga,24393,Ana Martinez,ana.martinez24393@example.com,booking.com,Standard,Breakfast,2025-07-29,2025-11-17,2025-11-21,4,2,0,534.56,Cancelled,True
B100228,19,Mediterraneum Valencia Ciutat,Spain,Valencia,24879,Ana Lopez,ana.lopez24879@example.com,Booking,STANDARD,Breakfast,2025-07-06,2025-07-28,2025-08-04,7,3,0,1804.83,Confirmed,False
B100229,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,14365,Jose Martinez,jose.martinez14365@example.com,Agency,Superior,Half Board,2023-10-01,27/10/2023,2023-10-30,3,4,0,843.48,Confirmed,False
B100230,30,Mediterraneum Roma Trastevere,Italy,Roma,18445,Dimitris Ferrari,dimitris.ferrari18445@example.com,Direct,Standard,Half Board,16/08/2025,2025-09-16,2025-09-20,4,2,0,1109.51,Confirmed,False
